measure,mean,ci_lo,ci_hi
n_rim_identical_gt,4.224346439972377,4.153830801725761,4.304013953843508
n_rim_identical_ws,4.981874613115243,4.903946005945163,5.07552373890408
n_rim_identical_diff,0.7575281731428655,0.6895200415665181,0.8255628757590899
ws_unmatched,7.714285714285714,5.142857142857143,11.142857142857142
ws_unmatched_mostly_outside_gt_hull,1.4285714285714286,1.0714285714285714,1.9285714285714286
