r_med,unlab_frac_core0.5,film_hw_norm_core0.5,dark_frac_core0.5,unlab_frac_core1,film_hw_norm_core1,dark_frac_core1,unlab_frac_core2,film_hw_norm_core2,dark_frac_core2,unlab_frac_published,film_hw_norm_published,dark_frac_published,mask_outside_hull_frac,n_vertex,n_junction_valid,junction_med_norm_local,junction_p95_norm_local,junction_med_px,invalid_med_norm_local,foam,frame,elapsed_s
30.66410611426522,0.06680964304562144,0.06522283716822849,0.21373845802595284,0.06991728777344695,0.06522283716822849,0.2201722684516705,0.0712099063599,0.06522283716822849,0.2258272954535825,0.1957349240042633,0.23059755224940182,0.22406128621030413,0.11657754968607537,122,122,0.13397099202548082,0.17218338528107924,4.47213595499958,,A,52,1560.293
30.71596494738128,0.06331707206646368,0.06511271918125144,0.2111021818771765,0.06578520885162127,0.06511271918125144,0.2172031604514209,0.06835073225283457,0.06511271918125144,0.22213185366715002,0.19397190293742017,0.23701387541468694,0.22123957629028623,0.11749079708511757,117,116,0.13107400821174114,0.16880695530294676,4.47213595499958,0.24465295087964634,A,57,1710.325
30.824584510721554,0.06308073115003808,0.06488327520860339,0.2100990099009901,0.06514757738295257,0.06488327520860339,0.21563439771668716,0.06742449691702518,0.06488327520860339,0.22037039043790163,0.1982595786538891,0.25953310083441355,0.21879582636822825,0.12167560815173771,114,113,0.13141400874282855,0.16221753999415206,4.47213595499958,0.224313338309618,A,62,1860.308
30.754801686811994,0.06288916323414598,0.045983504519865784,0.20741270628776254,0.06517509309807189,0.0650304957374387,0.21244400156344628,0.06744002715338378,0.0650304957374387,0.2170299891605444,0.19882711348057883,0.2601219829497548,0.21603351104341204,0.1214988575780655,112,111,0.1321333098913852,0.17407981361788694,4.47213595499958,0.21060216186727174,A,67,2010.325
30.356335755523492,0.06037939453693604,0.06588410459375321,0.20558494843199895,0.06233895589286101,0.06588410459375321,0.21086113938029144,0.06359836322882303,0.06588410459375321,0.2139422944535927,0.19806026463796014,0.2655873163753494,0.21475773295735842,0.12224514835531475,111,109,0.12650284094700354,0.17674874878393534,4.242640687119285,0.23340993996770176,A,72,2160.374
30.288101491867806,0.05992231347181801,0.06603253097712279,0.20296292805159202,0.06151120777352931,0.06603253097712279,0.2085145753674536,0.06184824598620012,0.06603253097712279,0.2093484134604649,0.2040653314993801,0.28401665483563915,0.21066509588162366,0.12938313791040357,108,108,0.12638309145134657,0.19928788583536733,4.47213595499958,,A,77,2310.399
29.589040909575225,0.061642664928312774,0.06759259301820715,0.20443280241991582,0.06266482871111151,0.06759259301820715,0.20944715065177982,0.06258252656301799,0.06759259301820715,0.20872829024627332,0.21031657216751218,0.30416666858193214,0.21128021486123547,0.13516176763155277,107,107,0.12638641025367933,0.19776356052172767,4.47213595499958,,A,83,2490.409
30.700416495386577,0.06174823137070794,0.06514569599733426,0.20223082028783734,0.06237787600589369,0.06514569599733426,0.20667346707469114,0.05998067767806218,0.06514569599733426,0.20531713051879272,0.21251118752649678,0.30030682022435523,0.20933314491183444,0.13713002653602777,97,97,0.1276720506156749,0.17618111760941602,5.0,,A,88,2640.411
31.02016740660178,0.05841284140698579,0.06447418460979536,0.20099095041153106,0.0582856669535086,0.04559013314905964,0.20406886047057415,0.056600525881563876,0.04559013314905964,0.20198956546513216,0.21217788795303322,0.3058279104736917,0.20783181225967406,0.13852284146492233,93,93,0.12492183440844892,0.15615715382821785,4.47213595499958,,A,93,2790.407
31.05606148784623,0.054266718681263953,0.06439966641561097,0.19593041110898995,0.055140195639187574,0.06439966641561097,0.19850937126642773,0.05558974358974359,0.06439966641561097,0.19888989441930618,0.21280567720487165,0.32199833207805484,0.20358661253716076,0.14176709394879008,91,90,0.11668876743812535,0.16423674521725207,4.242640687119285,0.3257277729349054,A,98,2940.402
11.055812783082736,0.3801683236320935,0.27135047045935035,0.3757655750002374,0.3798042810079187,0.27135047045935035,0.37176541648332556,0.38021205521231166,0.27135047045935035,0.37043843663132414,0.4411492998111486,0.3261226782874881,0.36727440435641723,0.08762057084184857,975,959,0.4304322275771281,0.732972611525828,6.4031242374328485,0.7610238690808611,C,0,0.0
13.357121366747203,0.2819754866618601,0.16740642808461123,0.3463254025474646,0.2815918967121716,0.16740642808461123,0.34167232792662344,0.27971584980230196,0.16740642808461123,0.34035379761425044,0.3457677691604528,0.22459929184057237,0.3409873576368727,0.07720235254888208,838,821,0.30170447875995116,0.5482350138731059,5.385164807134504,0.5784731053187127,C,5,150.088
15.149304536463484,0.19499841003043655,0.13201926168862194,0.3243732599567788,0.19370982877092435,0.13201926168862194,0.3197301906020765,0.19055713209646624,0.13201926168862194,0.31761027306571676,0.26521535580524347,0.18670343037453188,0.3199819131365296,0.07425500732779677,774,769,0.2138565865200213,0.40336915561781356,4.242640687119285,0.38445985185536374,C,10,300.141
15.711439040887683,0.14856654082114204,0.09001171431163783,0.30702047611556815,0.14793912308824705,0.09001171431163783,0.30222908227358575,0.14520483173063706,0.09001171431163783,0.3017632408003035,0.22345772882632245,0.18002342862327567,0.3019641624950006,0.07475742805615744,758,753,0.18175734926832737,0.33220048389551887,4.0,0.34585554659042006,C,15,450.161
16.439132987175398,0.12859017713231613,0.08602725967825435,0.29073053565517665,0.12799247753805307,0.08602725967825435,0.28679559023324475,0.12577837783254733,0.08602725967825435,0.2873574610203341,0.20450114108838166,0.1720545193565087,0.2874192409165507,0.07475241794995831,681,673,0.17075411936837898,0.29325247975089763,3.605551275463989,0.31802544927663356,C,21,630.174
17.371176474327626,0.10403023600057733,0.08141150165983989,0.27988272137431486,0.10428537470373969,0.08141150165983989,0.2755989876462075,0.10222135189909998,0.08141150165983989,0.27636286897369894,0.18235564606188004,0.17269987467075795,0.2758415794282575,0.07531068419198222,629,626,0.1541945409573491,0.2703549847132379,3.605551275463989,0.4088150759276812,C,26,780.236
18.159544104586082,0.0994115562819037,0.07787715122297284,0.27347968419678537,0.09952760920719733,0.07787715122297284,0.2696166026786504,0.0983021693965309,0.07787715122297284,0.2696448760689955,0.1799768475073534,0.16520238518776295,0.2694217432235417,0.07735815344607286,593,590,0.15026470469110081,0.25785062234821027,3.605551275463989,0.23324563243988414,C,31,930.254
18.360015508398526,0.09400111425944471,0.07702681741887328,0.26577138540730283,0.09466431953381085,0.07702681741887328,0.26142084853851705,0.09361722899094033,0.07702681741887328,0.2627518744142455,0.17663651601407365,0.17223719983906555,0.26111622850067195,0.07931685366111473,561,555,0.14742450663456627,0.2632576661518283,3.605551275463989,0.2979007064128374,C,36,1080.291
18.47236308621676,0.08978515473512759,0.07655834587986836,0.2622077440816291,0.09065901423309437,0.07655834587986836,0.2572434676469847,0.0903514663966766,0.07655834587986836,0.2593519844466812,0.17331810571233483,0.1711896656323266,0.25729914519516345,0.07954657781522163,548,542,0.14572107163029882,0.2552899148974227,3.605551275463989,0.2837499741655601,C,41,1230.297
18.885609004449325,0.08788961987287369,0.0748831325502882,0.25907896017914517,0.0888087941808347,0.0748831325502882,0.2550955865513594,0.08786180915552257,0.0748831325502882,0.25581149408774007,0.17163006283258225,0.19091527705643727,0.2550172628766968,0.08018583249342111,516,508,0.142453559021692,0.2593332767873688,3.605551275463989,0.25917127239066384,C,46,1380.358
18.864528956575565,0.08701264807318752,0.07496681023037928,0.2549670092149997,0.08720781124056569,0.07496681023037928,0.2508793141349747,0.0864472770807972,0.07496681023037928,0.25050253025745245,0.17133682244144938,0.19112861411825555,0.2506229447454958,0.08015839933305544,510,502,0.13885016483580123,0.2482506113929873,3.605551275463989,0.22899451586964037,C,52,1560.389
19.223885607737603,0.08955181696778707,0.07356543787400997,0.2517364177860055,0.08953428551336667,0.07356543787400997,0.2469474845199806,0.0894384090427871,0.07356543787400997,0.24697867974005244,0.17709355900766566,0.18755580162278726,0.2470228264190328,0.08277930532874914,495,487,0.13901713383109346,0.2656980463783128,3.605551275463989,0.23735036453157604,C,57,1710.441
19.40926970028796,0.08897990701679782,0.07286279103804269,0.24709405252679095,0.0893593759619995,0.07286279103804269,0.24222144692188144,0.09006060606060606,0.07286279103804269,0.24215100154083205,0.17633490388504625,0.18576439665890657,0.24243862901298868,0.08281706065807001,475,469,0.13962481749010813,0.24169451576514567,3.605551275463989,0.23206426202490482,C,62,1860.466
20.34996712344056,0.08958243054444238,0.06949463622199674,0.24352014844996017,0.0896359813428395,0.06949463622199674,0.23978682928395872,0.08958918844261592,0.06949463622199674,0.23952462965016877,0.17808341870887046,0.19656051411466466,0.2402939013582567,0.08399224392052847,435,429,0.1388829385349981,0.2613068290124768,3.605551275463989,0.3081210440973995,C,67,2010.462
20.909295269650684,0.09098242529162777,0.06763563975423842,0.24166628900832962,0.09072429554568633,0.06763563975423842,0.2384628146136728,0.09054722358889096,0.06763563975423842,0.23792901616816245,0.18030421783842893,0.19130247808044967,0.2385610173883913,0.08487349013014431,409,408,0.14079379628285243,0.24097099394042126,4.0,0.34975146151681247,C,72,2160.479
21.177786230693734,0.08751230718739744,0.06677815834798749,0.23927177916347592,0.08679687575055962,0.06677815834798749,0.23569253235212173,0.08728932524159655,0.06677815834798749,0.23488149143605502,0.17945130733261003,0.19469011447673856,0.2355736591989138,0.08662307833844085,402,400,0.13731778372314885,0.23601328465648022,3.605551275463989,0.30056186163386783,C,77,2310.492
21.17026971360491,0.08773893956607583,0.06680186797356964,0.23659750793248108,0.08746202021454703,0.06680186797356964,0.23294010045265703,0.08761526904745458,0.06680186797356964,0.23283268287628653,0.17880901690870324,0.19475923931984573,0.23357555651883213,0.08634939321572473,376,375,0.1379904287650609,0.2755868005436181,4.0,0.33637144244434736,C,83,2490.527
21.106271241368407,0.08666897295537332,0.06700442471341071,0.23342848315885087,0.08624882739898079,0.06700442471341071,0.22973033589534061,0.0865678582060202,0.06700442471341071,0.22973944899905913,0.17694391576002436,0.19534978862284072,0.23080902414615004,0.08511828116413354,376,372,0.13658065292672092,0.27684391465634595,4.0,0.23755207039945514,C,88,2640.52
21.576102719068473,0.08759114566348826,0.06554536659316351,0.2318961838547558,0.08709060497003551,0.06554536659316351,0.22824307298597202,0.08795984050441029,0.06554536659316351,0.2284741368893966,0.17727978303923492,0.18539029277353644,0.2297471115962739,0.08441454169146999,356,350,0.13939229672332143,0.24513289139366054,4.0,0.27108658429084576,C,93,2790.553
21.520708268953776,0.08718663787933309,0.0657140808145831,0.23153937267602254,0.0870982739007864,0.0657140808145831,0.2272792917552797,0.08856684194000611,0.0657140808145831,0.22784723358526113,0.1798478765835345,0.19158782202190525,0.22874468901887554,0.08753440344587517,349,347,0.138542484497245,0.24391922389725623,4.0,0.27943658675875993,C,98,2940.564
25.24078519374659,0.5832673876725578,0.4358026073897754,0.525455025059351,0.5900534278723722,0.4358026073897754,0.5269911934677659,0.5950304582837952,0.4358026073897754,0.5280773897802346,0.6974148090738066,0.6746773618653289,0.5071442861682114,0.26327186282701565,93,74,0.765797601845683,1.37301737209991,22.079329583361947,1.1419995479258929,F,0,0.0
25.41359398170419,0.5404305352356794,0.3875428956993063,0.4895871623282886,0.5478166641801007,0.3895354172943241,0.48921484715471414,0.5533665097347616,0.39349019297306875,0.48598444512926287,0.6528620867696515,0.563392217314248,0.4708104826893289,0.2328236418693571,97,84,0.7331875644268149,1.2043324143369019,20.383370629999888,1.0011504877304067,F,12,120.006
27.37337158766971,0.4609399603101209,0.2922548278124273,0.4578507480592449,0.46872743499249525,0.29452921875105004,0.45906994983300203,0.4675473461211062,0.3012493811668349,0.45108900878759367,0.5936675274679504,0.4649745838065168,0.43259606914532533,0.23570948754260435,94,84,0.5979962430905685,1.0814721355184864,18.601075237738275,0.9027584663586907,F,24,240.029
31.860480646721395,0.33239658658624355,0.21054936386183104,0.42475489485325324,0.3354289608374777,0.21054936386183104,0.4295756064318752,0.32544344990137647,0.21054936386183104,0.42188801777360024,0.4990671191973145,0.4080289981858063,0.41048239025204475,0.23099278547450805,91,84,0.4392495557383762,0.7815895335944324,15.68386874347297,0.6869683950671867,F,36,360.018
33.191422326891924,0.33779913783380056,0.26947540306979995,0.4001892694145578,0.34158429405121055,0.26947540306979995,0.4043386800695309,0.3349613596547775,0.2711543937877027,0.4014386797818849,0.4996559793509866,0.5660587257459445,0.3918531245626856,0.22306143392471195,84,79,0.31305862482200153,0.7681256192744134,13.45362404707371,2.180688506204248,F,47,470.022
36.17858830838687,0.2848092529433079,0.2361618886974888,0.3815688823194474,0.2887086282516149,0.2361618886974888,0.38421706844250947,0.2828674083515867,0.2361618886974888,0.38653829494969494,0.46465525481512165,0.6254367031983961,0.3708659253476924,0.22991110544678275,70,65,0.21029620522317408,0.5480395370329315,9.219544457292887,2.3929045247072023,F,59,590.028
36.0463722918442,0.16388951885317324,0.11438337240251353,0.36433951228828226,0.16087371328144615,0.11096817087762904,0.3662365051468742,0.13962692004259336,0.10002535751093532,0.36938968188617916,0.3940679754694947,0.5692191259236822,0.34746323137749924,0.2500869341491408,75,75,0.19467394319739448,0.39710391142898027,9.219544457292887,,F,71,710.05
35.174856468739065,0.1617289902121116,0.11371759266608289,0.34765310356611095,0.1566330960829761,0.10250365281997238,0.3475649361748679,0.14181689054115668,0.08990165071402037,0.34858222565145724,0.3807589014805529,0.5341398974791453,0.33557379562028467,0.23507845817558756,72,72,0.1856760138390824,0.29306638983198996,9.219544457292887,,F,83,830.038
36.12135412006806,0.24337336134970716,0.2506934016935563,0.33621267406359373,0.24255504066198516,0.23653608657408304,0.3329206881315206,0.23218131229394165,0.20154587408548683,0.34267623349150994,0.45272505583909706,0.7616999322046282,0.3244494318978819,0.2537155928655438,63,59,0.19180677977871108,0.32126586691185216,9.219544457292887,1.999298401983905,F,95,950.043
38.839033852877755,0.22684922323389176,0.25358143148214174,0.32720288952887816,0.22539465457955613,0.23315165800568605,0.32879806189434196,0.2066592487515227,0.20597834720358896,0.34932579588780316,0.4571585202727891,0.7981660954139073,0.313341227550819,0.27382847619674144,52,49,0.18822180044430956,0.28381543983677393,9.0,1.9943166905656151,F,107,1070.066
38.1443900166998,0.24394291515864958,0.5090260410625773,0.32238566335324537,0.2456075628314503,0.5530308152914094,0.31955652909076937,0.23625256673511294,0.5163987573262661,0.3383418891170431,0.4352164350098035,0.6801063939097742,0.32600709893975083,0.23194385133552822,51,48,0.16581304518208137,0.27873592044610596,8.51464255977805,1.546630405415548,F,118,1180.086
36.61151363601268,0.21655831822189092,0.3454954298374406,0.3270486457041693,0.21472970658052518,0.3114253719293407,0.3247191836135379,0.20358537741244914,0.24430216130701526,0.3449359676215689,0.43681267496350384,0.7921005476122772,0.32172059139138287,0.25830096434812755,49,46,0.17277969251165803,0.27728010467506864,8.48528137423857,1.8859289983099687,F,130,1300.092
34.913718065265215,0.2353172185479076,0.37234647927495795,0.31579449611321947,0.23543062469588652,0.3352464463635667,0.3124685489471955,0.2291178339065478,0.26406653224553533,0.3332164998137966,0.4526434804456857,0.8306190691518294,0.3103395792464317,0.2617799402788918,49,45,0.17972734826101178,0.28010264412568797,8.94427190999916,2.2222969941523143,F,142,1420.099
31.493707392885515,0.2807631937185939,0.48571793564812216,0.3039556910875726,0.2848877797481965,0.6350474953773793,0.29185289798669567,0.29018780613626033,0.6817523985262595,0.3033449616164505,0.4624257218236063,0.7135458767652342,0.29953398920038465,0.23913751017087062,48,42,0.1848723909541847,0.42586433359164766,9.137464797715152,2.3279056275159604,F,154,1540.087
32.897623212397704,0.23503716546103107,0.4948327266987761,0.3078774835096949,0.2369450050454087,0.4488112397940399,0.3040309211474701,0.23206254838576232,0.339852511998057,0.32132282980622057,0.4647920532245333,0.9520724133933219,0.2996852863689018,0.2797209607479318,41,37,0.17637631717357868,0.28774911503170564,8.94427190999916,2.079085300984347,F,166,1660.093
41.597266031496424,0.25181912905698073,0.322531001312446,0.2967225537558018,0.2530724614167799,0.26877583442703834,0.30003143442373603,0.25101301074159754,0.18775872601802546,0.3284954396098251,0.4877694064526291,0.7874719142242629,0.289533510093718,0.29294358543564436,31,30,0.1892948691805748,0.24284718796997753,9.109772228646444,1.7971216514511041,F,178,1780.082
41.18197510546619,0.2945359700446593,0.6332092997975067,0.2781899079030847,0.30381603033790244,0.7058642435932821,0.2712493991172486,0.32035262074557663,0.6224084971716277,0.3052511937681491,0.48318430517242766,0.6605545496010019,0.2845117257273013,0.2529190090813616,33,30,0.1731750615246091,0.3660376864154347,8.94427190999916,1.9794683305648264,F,189,1890.103
49.779940377031494,0.21957047716445088,0.298635728261694,0.28219301090020205,0.21889608944074798,0.22188377353468267,0.2916903707734547,0.20074534161490684,0.12705027913723485,0.3444824016563147,0.4960423110914715,0.7759433928425956,0.2787477905435263,0.3302502209456474,21,21,0.17014314427248553,0.22170727835755516,9.055385138137417,,F,201,2010.093
55.501747031455096,0.29777626631903115,0.6043236736942313,0.25029284513215816,0.30740123750594955,0.6096717750560172,0.25820442646358877,0.30904874328813486,0.4504362715975676,0.2824102124814575,0.49852075205987406,0.5408237333969975,0.26933385575487073,0.26259632147095735,23,20,0.16917042997324894,2.0427972724916335,10.048766981898616,1.390527516974156,F,213,2130.097
51.47901472855856,0.30162300368624173,0.5840553265302888,0.25087590293697826,0.3094074744970922,0.6731956134953262,0.2534083325388502,0.3092613670400767,0.5259225120006459,0.27928872381637015,0.5004743064713912,0.5372797734711641,0.2639139538650193,0.2712252145947572,22,18,0.17306163736853014,0.49482790284307765,10.220153254455276,1.9166984244952219,F,225,2250.086
