foam,period,n_t1,frames,minutes,mean_bubbles,mean_edges,rate_time,rate_time_exact_lo,rate_time_exact_hi,rate_time_boot_lo,rate_time_boot_hi,rate_bubble,rate_bubble_exact_lo,rate_bubble_exact_hi,rate_bubble_boot_lo,rate_bubble_boot_hi,rate_edge,rate_edge_exact_lo,rate_edge_exact_hi,rate_edge_boot_lo,rate_edge_boot_hi
A,initial,17,66,33.00551666666667,88.84848484848484,230.45454545454547,8.584423513038981,5.00074304225268,13.744493630563078,3.0298625908284884,14.758728824022464,0.9661727078386539,0.5628312068946546,1.5469360998722617,0.31701373573391806,1.5833014076234133,0.37249402535469106,0.21699149660356537,0.5963990186567469,0.12980573745824883,0.6084275859475832
A,middle,2,62,31.003583333333335,59.74193548387097,149.98387096774192,1.0751445397440618,0.13020499165094626,3.883791748654838,0.0,2.2218715987729283,0.17996402555122035,0.021794478396314383,0.6500919380169307,0.0,0.42160554017337115,0.07168363871196631,0.008681221207915802,0.2589459502899614,0.0,0.166930317457866
A,final,3,68,34.004133333333336,36.279411764705884,84.80882352941177,1.4704094796318876,0.3032337847632255,4.297160477423491,0.47614059479483106,2.856768824481829,0.40530370156169876,0.08358336715420714,1.1844694092562535,0.11398821806379274,0.7679815106132485,0.17338055210112469,0.03575523807907141,0.5066915484177488,0.048198740814757945,0.3349028285497068
C,initial,67,32,16.00435,434.28125,1110.09375,69.77269721461145,54.07288198229496,88.60885907872584,38.87970895760723,94.14736645654307,1.6065933401320367,1.24508777132824,2.040316750758592,1.038635335252494,2.16386999256632,0.6285229438022926,0.48709664840459665,0.7982019210726511,0.39371738642029586,0.8289206558579986
C,middle,28,32,16.003283333333332,315.25,834.5625,29.160682651580878,19.37706184861808,42.14530553966342,18.33275279616145,33.32672970355874,0.9249998249107474,0.6146556660354708,1.3368822915016763,0.6018758876446783,1.0586906211037639,0.3494120591780337,0.23218177579181973,0.5049977111047792,0.22781164462600711,0.40038478250617127
C,final,18,34,17.001766666666665,242.97058823529412,641.7058823529412,17.645225104057815,10.45767869260599,27.88706297926684,9.257802012646158,27.082148489336927,0.7262296209276655,0.43040969939046286,1.1477558975182194,0.3877161384679181,1.0934002236339888,0.274974041037465,0.16296704366304585,0.43457753329040033,0.1464198841904225,0.41517155273391065
F,initial,1,73,12.167566666666668,59.83561643835616,116.53424657534246,1.3697616888613717,0.034679363422828825,7.6318236609057655,0.0,7.690769538400013,0.22892199579140646,0.005795803132827244,1.275471724891732,0.0,1.483385929253765,0.1175415410906715,0.0029758941675111393,0.6548995505786127,0.0,0.6492226175915828
F,middle,0,74,12.333933333333334,41.75675675675676,92.78378378378379,0.0,0.0,4.984729734923619,0.0,0.0,0.0,0.0,1.193760352824161,0.0,0.0,0.0,0.0,0.5372401362333367,0.0,0.0
F,final,2,78,12.999933333333331,27.28205128205128,54.15384615384615,2.564115713413915,0.3105263085246143,9.262467586659369,0.0,15.384023691396486,0.939851876524704,0.11382042247562013,3.395068130907626,0.0,5.586266573289117,0.47348774052644554,0.05734156201616124,1.7104005198999468,0.0,2.8313705093224995
